c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1417218872;188530139;33800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1417257080;188530248;25000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Синяя трещина (После полевых испытаний)";CF6A32;836
1417265355;188530139;37990;1;0;Тайное;"Немного поношенное";3;Обыч.;"MAC-10 | Неоновый гонщик (Немного поношенное)";D2D2D2;621
1417306629;302028390;14990000;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | История о драконе (Прямо с завода)";D2D2D2;1000
1417356644;188530139;25000;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;820
1417378360;302028390;14610;1;0;"Промышленное качество";"Прямо с завода";17;Обыч.;"AK-47 | Африканская сетка (Прямо с завода)";D2D2D2;1169
1417415152;480085569;22200;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"Galil AR | Эко (После полевых испытаний)";D2D2D2;1000
1417417142;188530139;7000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1417418338;188530139;4500;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"USP-S | Закрученный (Немного поношенное)";D2D2D2;1000
1417442471;188530139;4500;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1417459846;188530139;4500;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1417477490;188530139;5000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1417494087;188530139;23000;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;910
1417517049;519977179;12000;1;0;Запрещенное;Поношенное;17;Обыч.;"FAMAS | Стикс (Поношенное)";D2D2D2;1036
1417578959;188530139;5500;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1417796399;188530139;3000;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"USP-S | Закрученный (Немного поношенное)";D2D2D2;1000
1417847401;188663880;55600;1;0;Запрещенное;"Прямо с завода";47;StatTrak™;"StatTrak™ AWP | Бог червей (Прямо с завода)";CF6A32;1000
1417871695;188530139;39000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Темная вода (Немного поношенное)";D2D2D2;1000
1417931957;302028390;1900000;1;0;"Промышленное качество";"Прямо с завода";19;Обыч.;"Glock-18 | Ночь (Прямо с завода)";D2D2D2;1000
1417941496;480085569;37500;1;0;Запрещенное;"Прямо с завода";17;Обыч.;"M4A1-S | Нитро (Прямо с завода)";D2D2D2;1075
1418061832;188530170;19000;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ USP-S | Закрученный (Прямо с завода)";CF6A32;1003
1418063000;302028390;36045;1;0;"Промышленное качество";"Немного поношенное";47;Обыч.;"AWP | Солнце в знаке Льва (Немного поношенное)";D2D2D2;1255
1418101895;188530139;42900;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1000
1418322543;188530139;11500;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;587
1418343201;480085569;35500;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1016
1418387585;188530170;13820;1;0;Запрещенное;Поношенное;19;StatTrak™;"StatTrak™ CZ75-Auto | Поул-позиция (Поношенное)";CF6A32;502
1418428538;188530139;3584;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;1000
1418435565;188530170;8100;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Немного поношенное)";CF6A32;1000
1418471921;188530139;2489900;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож | Мраморный градиент (Прямо с завода)";8650AC;1111
1418573803;0;7400;1;0;Ширпотреб;"Закаленное в боях";47;Обыч.;"G3SG1 | Полярный камуфляж (Закаленное в боях)";D2D2D2;11
1418657343;188530139;7999;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;451
1418680230;188530139;235000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Аквамариновая месть (После полевых испытаний)";D2D2D2;625
1418747638;188530139;3880000;1;0;Тайное;"Прямо с завода";365;★;"★ Керамбит | Волны (Прямо с завода)";8650AC;749
1418765738;188530139;1800;1;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"MP7 | Городская опасность (После полевых испытаний)";D2D2D2;284
1418766192;188530139;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;934
1419029366;480085569;45260;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;846
1419125909;902658099;111900;1;0;Запрещенное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Темная вода (Немного поношенное)";CF6A32;1264
1419138693;188530170;246065;1;0;Засекреченное;"Прямо с завода";19;StatTrak™;"StatTrak™ Glock-18 | Дух воды (Прямо с завода)";CF6A32;1000
1419189966;188530139;56000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1000
1419249043;480085569;8300;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;892
1419259741;519977179;3000;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"P2000 | Эконом-класс (После полевых испытаний)";D2D2D2;558
1419272304;480085569;3200;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Dual Berettas | Синий кварц (Немного поношенное)";D2D2D2;1000
1419327802;188530139;600000;1;0;Тайное;"Закаленное в боях";365;★;"★ Охотничий нож | Кровавая паутина (Закаленное в боях)";8650AC;1193
1419339320;188530139;14990;1;1;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;934
1419364601;188530139;6900;1;0;"Армейское качество";"Закаленное в боях";3;Обыч.;"MAC-10 | Краски (Закаленное в боях)";D2D2D2;79
1419407710;188530139;42900;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1049
1419411855;188530139;19000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | 龍王 (Король драконов) (После полевых испытаний)";D2D2D2;1000
1419458194;302028390;3390;1;1;"Армейское качество";"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Латунь (После полевых испытаний)";D2D2D2;177
1419500879;480085569;39000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;925
1419542963;0;5975;1;0;"Промышленное качество";"Прямо с завода";19;Обыч.;"USP-S | Лесные листья (Прямо с завода)";D2D2D2;1000
1419585346;188530139;219900;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Вулкан (После полевых испытаний)";D2D2D2;1000
1419594862;188530139;74900;1;0;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;1129
1419644397;188530139;11500;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;633
1419702061;188530139;16000;1;1;Засекреченное;"Закаленное в боях";19;Обыч.;"Five-SeveN | Обезьянье дело (Закаленное в боях)";D2D2D2;728
1419707703;188530139;40000;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"Desert Eagle | Ржавый кобальт (Прямо с завода)";D2D2D2;1000
1419712846;188530139;127000;1;1;Тайное;"Закаленное в боях";19;Обыч.;"USP-S | Убийство подтверждено (Закаленное в боях)";D2D2D2;979
1419728593;188530139;14996;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;1000
1419746328;188530139;8700;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Злобный дайме (После полевых испытаний)";D2D2D2;1000
1419765503;188530170;20500;1;0;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Жернов (После полевых испытаний)";CF6A32;1000
1419774545;188530139;14300;1;0;Засекреченное;Поношенное;19;Обыч.;"CZ75-Auto | Желтый жакет (Поношенное)";D2D2D2;1000
1419838921;188530139;74200;1;0;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;1141
1419847461;188530139;2500;1;2;"Армейское качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Когти (После полевых испытаний)";D2D2D2;479
1419857728;302028390;2568;1;0;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A1-S | Северный лес (Немного поношенное)";D2D2D2;1000
1419946472;188530139;24000;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;854
1419971154;188530139;11500;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Five-SeveN | Медная галактика (Немного поношенное)";D2D2D2;1000
1419971195;188530139;22671;1;0;Запрещенное;Поношенное;17;Обыч.;"AK-47 | Синий ламинат (Поношенное)";D2D2D2;1000
1419983858;188530170;1300000;1;0;Тайное;Поношенное;17;StatTrak™;"StatTrak™ M4A4 | Азимов (Поношенное)";CF6A32;1000
1420033874;480085569;55000;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"AWP | Солнце в знаке Льва (Прямо с завода)";D2D2D2;1000
1420066452;188531424;17000;1;0;"Армейское качество";"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (После полевых испытаний)";CF6A32;1000
1420125425;188530139;160000;1;0;Запрещенное;"Немного поношенное";17;Сувенирный;"Сувенирный FAMAS | Стикс (Немного поношенное)";FFD700;855
1420164462;188530139;6900;1;0;"Армейское качество";Поношенное;17;Обыч.;"FAMAS | Выживший (Поношенное)";D2D2D2;126
1420216885;188530139;53000;1;0;Тайное;"После полевых испытаний";19;Обыч.;"P2000 | Огненный элементаль (После полевых испытаний)";D2D2D2;1000
1420221951;302028390;9282;1;0;Ширпотреб;"Немного поношенное";3;Обыч.;"MP7 | Астерион (Немного поношенное)";D2D2D2;1000
1420241912;188530170;16000;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Страж (Немного поношенное)";CF6A32;1000
1420243771;188530139;11500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"Galil AR | Невозмутимость (После полевых испытаний)";D2D2D2;1000
1420257751;188530139;3380000;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож M9 | Убийство (Прямо с завода)";8650AC;847
1420283505;188530139;11990;1;0;Ширпотреб;"Немного поношенное";47;Сувенирный;"Сувенирный G3SG1 | Полярный камуфляж (Немного поношенное)";FFD700;663
1420748366;188530139;7106;1;0;"Армейское качество";Поношенное;3;Обыч.;"P90 | Элитное снаряжение (Поношенное)";D2D2D2;91
1420797535;902685672;2000000;1;0;Тайное;"Прямо с завода";17;StatTrak™;"StatTrak™ AK-47 | Ягуар (Прямо с завода)";CF6A32;1000
1420829192;188530139;3500;1;0;Ширпотреб;Поношенное;47;Сувенирный;"Сувенирный SCAR-20 | Песчаная сетка (Поношенное)";FFD700;421
1420914525;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";47;Обыч.;"SCAR-20 | Зеленый морпех (После полевых испытаний)";D2D2D2;78
1421146868;188530139;6700;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1421233934;188530170;8100;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Немного поношенное)";CF6A32;1000
1421252869;480085569;35000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1421255554;188530139;55500;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;804
1421282373;0;7398;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Dual Berettas | Синий кварц (Немного поношенное)";D2D2D2;257
1421332191;188530139;2990;1;2;"Армейское качество";Поношенное;47;Обыч.;"SSG 08 | Пучина (Поношенное)";D2D2D2;200
1421351879;188530139;84500;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;525
1421394076;188530722;162000;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A1-S | Страж (После полевых испытаний)";CF6A32;1090
1421419336;188530139;11500;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;520
1421611226;188530139;64931;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;1037
1421742037;188530139;7952;1;0;"Армейское качество";"Прямо с завода";3;Обыч.;"MP7 | Городская опасность (Прямо с завода)";D2D2D2;97
1421768733;188530170;6900;1;0;"Армейское качество";Поношенное;47;StatTrak™;"StatTrak™ SCAR-20 | Зеленый морпех (Поношенное)";CF6A32;285
1421809693;188698605;10000;1;0;"Армейское качество";"Закаленное в боях";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Закаленное в боях)";CF6A32;1000
1421828424;188530139;10000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;598
1421840035;480085569;22000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"Five-SeveN | Обезьянье дело (После полевых испытаний)";D2D2D2;524
1422061291;188530139;4890000;1;0;Тайное;"Прямо с завода";17;Обыч.;"AK-47 | Огненный змей (Прямо с завода)";D2D2D2;1000
1422061293;188530170;5590000;1;0;Тайное;"Прямо с завода";365;"★ StatTrak™";"★ StatTrak™ Штык-нож | Волны (Прямо с завода)";8650AC;518
1422144166;188530139;109400;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | БАХ (После полевых испытаний)";D2D2D2;1000
1422157073;188530170;12900;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Прямо с завода)";CF6A32;1000
1422207960;188530139;8500;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;441
1422343242;188530170;13040;1;0;"Армейское качество";"Прямо с завода";75;StatTrak™;"StatTrak™ Negev | Почва (Прямо с завода)";CF6A32;255
1422460248;519977179;4990;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Desert Eagle | Метеорит (Прямо с завода)";D2D2D2;1000
1422651232;188530139;40000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;995
1422670500;188530139;10000;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"M4A4 | Тусклые полосы (Немного поношенное)";D2D2D2;453
1422793469;188530170;199000;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Немного поношенное)";CF6A32;808
1422793472;302028390;1380000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | Посейдон (После полевых испытаний)";D2D2D2;720
1422793585;480085569;2710000;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Огненный змей (Немного поношенное)";D2D2D2;804
1422799734;188530139;1810000;1;0;Тайное;"Прямо с завода";365;★;"★ Нож-бабочка | Градиент (Прямо с завода)";8650AC;1073
1422799735;188530139;2590000;1;0;Тайное;"Немного поношенное";365;★;"★ Штык-нож | Мраморный градиент (Немного поношенное)";8650AC;1102
1422804822;188530139;3750000;1;0;Тайное;"Немного поношенное";365;★;"★ Керамбит | Кровавая паутина (Немного поношенное)";8650AC;1000
1422808830;188530139;1640000;1;0;Тайное;"После полевых испытаний";365;★;"★ Нож-бабочка | Убийство (После полевых испытаний)";8650AC;886
1422905106;0;8712;1;0;Запрещенное;Поношенное;47;Обыч.;"AWP | Гадюка (Поношенное)";D2D2D2;1000
1422987128;188530139;24000;1;0;Засекреченное;"Закаленное в боях";19;Обыч.;"Glock-18 | Водяной (Закаленное в боях)";D2D2D2;764
1423144269;188530139;84000;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"M4A1-S | Кровавый тигр (Прямо с завода)";D2D2D2;178
1423166652;188530139;3950000;1;0;Тайное;"Прямо с завода";365;★;"★ Керамбит | Поверхностная закалка (Прямо с завода)";8650AC;752
1423170940;188530139;18385;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A4 | Пустынная атака (Немного поношенное)";D2D2D2;1000
1423275446;188530139;6000;1;0;"Армейское качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Пучина (После полевых испытаний)";D2D2D2;1000
1423361204;188530139;57000;1;0;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Ягуар (Закаленное в боях)";D2D2D2;1000
1423511939;480085569;11654;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Картель (После полевых испытаний)";D2D2D2;1000
1423517560;188530139;10090;1;0;Запрещенное;"После полевых испытаний";3;Обыч.;"MAC-10 | Клочья (После полевых испытаний)";D2D2D2;500
1423517561;188530139;10090;1;0;Запрещенное;"После полевых испытаний";3;Обыч.;"MAC-10 | Клочья (После полевых испытаний)";D2D2D2;1000
1423517562;188530170;7366;1;0;"Армейское качество";Поношенное;49;StatTrak™;"StatTrak™ Sawed-Off | Оригами (Поношенное)";CF6A32;278
1423517570;188530170;7514;1;0;"Армейское качество";"Закаленное в боях";49;StatTrak™;"StatTrak™ XM1014 | Ртуть (Закаленное в боях)";CF6A32;387
1423517572;0;45760;1;0;Запрещенное;Поношенное;17;Обыч.;"FAMAS | Истребитель (Поношенное)";D2D2D2;592
1423517573;188530170;7118;1;0;"Армейское качество";Поношенное;3;StatTrak™;"StatTrak™ MAC-10 | Краски (Поношенное)";CF6A32;323
1423536919;188530170;8000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Захоронение (После полевых испытаний)";CF6A32;546
1423628244;302028390;3550;1;2;Ширпотреб;"Прямо с завода";19;Обыч.;"Dual Berettas | Терн (Прямо с завода)";D2D2D2;430
1423659126;188530170;17086;1;0;Запрещенное;"Прямо с завода";49;StatTrak™;"StatTrak™ Nova | Карп кои (Прямо с завода)";CF6A32;1152
1423762028;188530139;15000;1;9;Тайное;"Закаленное в боях";17;Обыч.;"Galil AR | Щелкунчик (Закаленное в боях)";D2D2D2;802
1423794389;188530139;10500;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;610
1423815102;480085569;8300;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;899
1423829311;480085569;189000;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A1-S | Сайрекс (Немного поношенное)";D2D2D2;565
1423829313;188530139;3490000;1;0;Тайное;"Прямо с завода";365;★;"★ Керамбит | Убийство (Прямо с завода)";8650AC;1000
1423829591;480085569;228000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | БАХ (Немного поношенное)";D2D2D2;630
1423830295;480085569;267000;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Азимов (Поношенное)";D2D2D2;1000
1423848977;480085569;111100;1;0;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;737
1423849979;480085569;8094;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;939
1423874354;188530139;950000;1;1;Тайное;"Немного поношенное";365;★;"★ Штык-нож | Вороненая сталь (Немного поношенное)";8650AC;1168
1423880293;188530170;9000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Гексан (После полевых испытаний)";CF6A32;352
1423881784;188530139;6900;1;0;"Армейское качество";Поношенное;3;Обыч.;"MAC-10 | Краски (Поношенное)";D2D2D2;80
1423958294;302028390;1550000;1;1;Засекреченное;"Немного поношенное";17;Обыч.;"M4A4 | Посейдон (Немного поношенное)";D2D2D2;743
1423966071;188530139;169900;1;0;Тайное;Поношенное;17;Обыч.;"M4A1-S | Золотая спираль (Поношенное)";D2D2D2;919
1424073851;188530139;53000;1;1;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;836
1424176244;188530170;11600;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Прямо с завода)";CF6A32;1000
1424188225;188530139;25000;1;0;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;452
1424217722;188530170;2980000;1;0;Тайное;"Немного поношенное";365;"★ StatTrak™";"★ StatTrak™ Штык-нож M9 | Убийство (Немного поношенное)";8650AC;951
1424217723;188530139;5450000;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож M9 | Мраморный градиент (Прямо с завода)";8650AC;1000
1424320016;188530139;39067;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;968
1424419054;188530139;9300;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;821
1424488193;188530139;19000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;672
1424510595;188530139;70000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Снежный вихрь (После полевых испытаний)";D2D2D2;1000
1424546513;188530139;42500;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;871
1424601354;188530139;249000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;785
1424601356;302028390;290000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Пиксельный камуфляж «Розовый» (Немного поношенное)";D2D2D2;705
1424601357;519977179;299000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Пламя (Прямо с завода)";D2D2D2;972
1424733535;480085569;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;887
1424733938;188530139;160000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | БАХ (Немного поношенное)";D2D2D2;954
1424805774;188530139;190000;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Скоростной зверь (Поношенное)";D2D2D2;805
1424902328;188530139;4400;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"AK-47 | Элитное снаряжение (После полевых испытаний)";D2D2D2;1000
1425114149;188530170;14585;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ P250 | Улей (Немного поношенное)";CF6A32;1218
1425119292;480085569;14500;1;1;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;714
1425124834;188530139;8500;1;0;"Армейское качество";"Закаленное в боях";19;Обыч.;"P250 | Валентность (Закаленное в боях)";D2D2D2;1000
1425159691;188530170;412436;1;0;Тайное;Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Аквамариновая месть (Поношенное)";CF6A32;1000
1425166308;188530139;8500;1;2;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;426
1425192514;480085569;59900;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;1008
1425218208;188530139;9000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"USP-S | Страж (Прямо с завода)";D2D2D2;602
1425218832;188530139;10000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;598
1425287026;188530170;6900;1;0;"Армейское качество";"После полевых испытаний";47;StatTrak™;"StatTrak™ SCAR-20 | Зеленый морпех (После полевых испытаний)";CF6A32;1000
1425315373;188530139;3489900;1;0;Тайное;"Немного поношенное";365;★;"★ Керамбит | Волны (Немного поношенное)";8650AC;1000
1425322423;188530170;114000;1;0;Засекреченное;Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Красная линия (Поношенное)";CF6A32;1200
1425375441;302028390;910000;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Хот-род (Прямо с завода)";D2D2D2;1263
1425395621;0;6900;1;0;Ширпотреб;"Закаленное в боях";3;Обыч.;"MP7 | Армейский спецназ (Закаленное в боях)";D2D2D2;13
1425395623;188530139;6900;1;0;"Армейское качество";"Закаленное в боях";49;Обыч.;"XM1014 | Ртуть (Закаленное в боях)";D2D2D2;87
1425399470;480085569;33900;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1084
1425409586;188530139;2463;1;0;"Армейское качество";"Немного поношенное";47;Обыч.;"SSG 08 | Пучина (Немного поношенное)";D2D2D2;1000
1425417415;188530139;7520;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A4 | Тусклые полосы (После полевых испытаний)";D2D2D2;505
1425486419;188530139;9600;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Грифон (После полевых испытаний)";D2D2D2;1000
1425563511;188530139;119900;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | БАХ (После полевых испытаний)";D2D2D2;973
1425611930;480085569;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;888
1425653343;302028390;4432;1;0;"Армейское качество";"Прямо с завода";47;Обыч.;"SSG 08 | Кислотный градиент (Прямо с завода)";D2D2D2;1000
1425717461;188530139;19500;1;1;Засекреченное;"После полевых испытаний";19;Обыч.;"Glock-18 | Дух воды (После полевых испытаний)";D2D2D2;1095
1425729925;188530170;1690000;1;0;Тайное;"Прямо с завода";365;"★ ★ StatTrak™ StatTrak™";"★ StatTrak™ Складной нож | Волны (Прямо с завода)";8650AC;859
1425793849;188530139;20800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Атомный сплав (После полевых испытаний)";D2D2D2;913
1425848651;302028390;20000;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;32
1425884554;188530139;64931;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;1000
1425923186;188530139;8116;1;0;"Промышленное качество";"После полевых испытаний";17;Сувенирный;"Сувенирный AUG | Радиационная опасность (После полевых испытаний)";FFD700;956
1425928547;302028390;6900;1;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;12
